name,source,expected_attack_class,disclosure_date,notes
scikit-learn-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-plus,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleTensorflow,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperPytest,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
matplotlib4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
zNltk,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mlSetuptools,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyPandas,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
lightning_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
torch-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gensim-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextSqlalchemy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
polars-addon,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wandb_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pyantic,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
redis-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
hyperDask,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
htttpx,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
requests-ext,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
xRuff,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
simpleBoto3,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
starlette-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
taorch,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ruff-v2,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
easyXgboost,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pytest3,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
wheel-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
aiohttp2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
ultraIsort,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn_python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ruff-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-python,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pip_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-lite,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openRequests,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ray-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-api,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click-extended,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
httpx-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
seaborn-common,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
celery-helper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
setuptools-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow-fast,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-easy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
django-client,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
ultraMypy,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
lightning-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
asyncio-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
wheel4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
fasatapi,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
twine_core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit2025,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
spacy-compat,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
websockets-py,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pillow4,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
autoLightning,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
filask,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
pytest-asyncio-utils,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface-hub-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pre-commit-extras,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superPip,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
black-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
modernAiohttp,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
nextWebsockets,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
requests-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
gunicorn-simple,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
scikit-learn-extra,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
superPrecommit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
flask-sync,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
proScikitlearn,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-core,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
isort-official,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
openai-pro,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
pandas-toolkit,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
autoHttpx,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
virtualenv-binding,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
anthropic-cli,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
mypy-wrapper,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
click2,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
fastapi-async,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
sqlalcemy,synthetic_population,typosquatting,,Auto-generated representative sample (Spracklen patterns)
huggingface_hub_main,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
fastWebsockets,synthetic_population,slopsquatting,,Auto-generated representative sample (Spracklen patterns)
